product_id,product_name,category,subcategory,brand,cost_price,selling_price,stock_quantity,supplier,is_active,created_date
PROD_0131,Open-source client-server collaboration,Home,Bedding,Ross-Gross,288.5,703.4,526,Munoz-Dean,True,2024-10-28
PROD_0132,Switchable encompassing moratorium,Clothing,Shoes,"Phillips, Lloyd and Rodriguez",459.79,1144.98,887,Day and Sons,True,2024-10-31
PROD_0133,Integrated well-modulated data-warehouse,Clothing,Women,"James, Mays and Hill",77.39,125.27,253,Ward LLC,False,2025-04-27
PROD_0134,Innovative human-resource standardization,Sports,Outdoor,Peters Ltd,290.83,450.59,424,"Garcia, Mullins and Washington",False,2025-09-15
PROD_0135,Object-based disintermediate flexibility,Sports,Fitness,Phillips Group,318.65,746.97,95,Hill and Sons,False,2025-08-24
PROD_0136,Fully-configurable real-time attitude,Beauty,Haircare,Riley Ltd,348.88,816.56,465,Wu-Lamb,False,2023-11-16
PROD_0137,Operative mobile circuit,Home,Garden,Sanders-Benson,6.22,13.72,750,"Huff, Perkins and Sullivan",True,2024-05-01
PROD_0138,Networked analyzing open system,Sports,Team Sports,Rogers-Richardson,425.8,951.4,407,"Hall, Hayes and Wilson",True,2025-01-16
PROD_0139,Secured reciprocal help-desk,Sports,Outdoor,Woods-Thomas,249.88,404.74,290,Johnson-Mclaughlin,False,2025-10-27
PROD_0140,Ergonomic 24hour task-force,Beauty,Bath & Body,"Hughes, Shaw and Becker",69.64,160.74,807,"Richardson, Lucero and Kim",False,2024-09-22
PROD_0141,Multi-channeled intangible algorithm,Electronics,Smartphones,Weaver LLC,54.29,120.47,470,Boyd-Young,True,2024-02-25
PROD_0142,Function-based grid-enabled capability,Electronics,Laptops,"Bishop, Horton and Morales",223.44,268.32,981,"Roberts, Garcia and Herring",False,2024-12-06
PROD_0143,User-friendly explicit hub,Clothing,Women,"Freeman, Brown and Hunt",441.66,703.31,895,"Brown, Ellis and Miller",False,2025-04-07
PROD_0144,Centralized zero-defect strategy,Electronics,Tablets,"Brown, Morris and Griffith",128.94,217.06,925,Patterson and Sons,True,2024-08-02
PROD_0145,Focused interactive moderator,Electronics,Headphones,"Scott, Arnold and Moore",314.67,674.58,773,Roberts and Sons,True,2025-10-22
PROD_0146,Assimilated 6thgeneration portal,Sports,Fitness,Austin-Rose,353.33,424.49,488,Hobbs Ltd,True,2024-01-12
PROD_0147,Innovative impactful success,Clothing,Accessories,Carroll-Ingram,116.96,243.74,9,Bender-Young,True,2024-10-26
PROD_0148,Robust background time-frame,Home,Furniture,York Ltd,494.14,864.25,135,"Cross, Lozano and Thompson",False,2024-10-06
PROD_0149,Focused modular pricing structure,Electronics,Laptops,"Johnson, Cochran and Flynn",194.62,418.43,104,Taylor-Hill,True,2025-08-28
PROD_0150,Multi-lateral zero-defect frame,Home,Bedding,"Wright, Hunt and Williams",441.09,607.94,792,Casey-Walker,True,2024-06-04
PROD_0151,Programmable regional emulation,Clothing,Men,"Mcclain, Morales and Case",267.6,324.07,665,Landry Ltd,True,2024-05-13
PROD_0152,Mandatory heuristic hub,Sports,Team Sports,"Henderson, Daniel and Johnston",362.6,731.18,155,Rivera-Harvey,False,2024-03-26
PROD_0153,Intuitive global conglomeration,Beauty,Fragrance,"Carlson, Travis and Murphy",430.68,565.35,102,"Moyer, Christensen and Whitney",True,2025-08-02
PROD_0154,Adaptive optimal framework,Electronics,Cameras,Brown-Grant,366.35,607.04,439,"Willis, Mata and Woods",False,2025-07-19
PROD_0155,Function-based systemic algorithm,Clothing,Women,Doyle-Kelley,142.1,186.08,566,"Miller, White and Wallace",False,2024-06-02
PROD_0156,Universal dedicated framework,Electronics,Tablets,"Rivers, Martinez and Bradley",106.7,212.23,193,Morgan-Love,False,2024-08-18
PROD_0157,Business-focused incremental customer loyalty,Home,Furniture,"Grimes, Lane and Armstrong",392.98,877.1,245,"Weber, Young and Morrow",False,2025-07-07
PROD_0158,Expanded local hub,Sports,Fitness,Cole and Sons,124.34,252.35,72,"Miranda, Mason and Jenkins",True,2025-02-24
PROD_0159,Virtual intermediate task-force,Home,Bedding,Blackburn LLC,70.33,163.1,582,Christensen PLC,False,2024-08-24
PROD_0160,Multi-channeled bi-directional collaboration,Home,Garden,Hampton LLC,343.06,751.83,977,Jenkins-Mcgee,True,2025-09-27
PROD_0161,Monitored upward-trending orchestration,Electronics,Cameras,Richard-Robinson,38.43,59.21,40,Beck and Sons,True,2023-11-20
PROD_0162,Horizontal directional methodology,Sports,Cycling,"Lynch, Gonzalez and Rodriguez",146.81,312.18,785,Romero-Zimmerman,False,2025-11-02
PROD_0163,Reactive 3rdgeneration extranet,Sports,Yoga,Jones Ltd,45.8,86.91,630,"Gonzalez, Horton and Johnson",True,2024-07-31
PROD_0164,Innovative optimizing monitoring,Home,Furniture,Taylor-Mcclure,158.4,295.37,208,Jones-Ochoa,True,2024-01-30
PROD_0165,Automated even-keeled encoding,Beauty,Haircare,Rivas Ltd,198.41,401.7,854,"Robinson, Mcgrath and Norman",True,2024-01-19
PROD_0166,Profound mission-critical time-frame,Home,Decor,Anderson-Benson,366.33,842.71,59,"Harris, Webb and Shields",True,2023-12-31
PROD_0167,Managed content-based workforce,Electronics,Headphones,White-Krueger,62.41,124.57,56,Gonzales-Watson,False,2024-01-18
PROD_0168,Total uniform ability,Clothing,Men,"Kirk, Williams and Harper",11.27,15.53,11,"Thomas, Singh and Allen",True,2024-11-15
PROD_0169,Up-sized national framework,Sports,Team Sports,"Kennedy, Singleton and Marshall",263.89,585.28,738,"Griffin, Torres and Ward",False,2024-04-29
PROD_0170,Sharable exuding product,Clothing,Kids,Stokes Ltd,67.83,150.27,275,Jones LLC,True,2025-11-07
PROD_0171,Proactive high-level pricing structure,Electronics,Tablets,Garrett LLC,404.52,628.45,65,"Hubbard, Dawson and Cruz",False,2024-04-23
PROD_0172,Grass-roots needs-based workforce,Beauty,Skincare,Wilson-Harris,250.59,467.1,56,Monroe-Hernandez,False,2024-07-14
PROD_0173,Up-sized neutral flexibility,Beauty,Makeup,Walker-Strickland,187.01,286.43,105,Riley Group,True,2024-03-09
PROD_0174,User-friendly tangible process improvement,Clothing,Accessories,"Zimmerman, Robinson and Berry",6.27,14.52,12,Glover PLC,True,2024-05-24
PROD_0175,Integrated even-keeled moratorium,Electronics,Headphones,"Yoder, Butler and Brown",185.17,443.72,183,"Barton, Watts and Moore",True,2024-03-26
PROD_0176,Proactive 5thgeneration support,Beauty,Fragrance,Morgan and Sons,116.14,176.85,937,"Foster, Bell and Moore",False,2024-03-07
PROD_0177,User-centric hybrid frame,Home,Furniture,Richards-Walsh,287.91,390.18,689,Haynes Group,True,2025-02-03
PROD_0178,Ergonomic system-worthy initiative,Clothing,Women,Colon Inc,403.15,998.13,976,Beard Ltd,False,2024-12-10
PROD_0179,Persistent holistic archive,Electronics,Headphones,"Ward, Bradley and Jones",433.69,956.54,318,Donaldson LLC,False,2025-03-20
PROD_0180,Up-sized heuristic support,Electronics,Cameras,Romero Group,231.09,388.14,298,Valentine PLC,False,2025-06-26
PROD_0181,Triple-buffered optimal contingency,Beauty,Makeup,Porter-Manning,234.64,462.05,505,Rodriguez PLC,True,2024-06-02
PROD_0182,Future-proofed client-driven customer loyalty,Beauty,Makeup,"Jarvis, Coleman and Jennings",79.53,191.84,24,"Bailey, Barnes and Guerra",True,2025-01-01
PROD_0183,Face-to-face optimizing projection,Beauty,Haircare,Cook-Haynes,319.79,672.04,9,Glenn and Sons,False,2025-09-02
PROD_0184,Distributed grid-enabled capability,Electronics,Headphones,Yoder-Olson,425.26,912.34,106,"Smith, Simmons and Vang",True,2025-06-14
PROD_0185,Assimilated responsive challenge,Beauty,Makeup,Jones-Montgomery,212.81,521.29,995,Olsen Inc,True,2024-01-13
PROD_0186,Reactive regional solution,Home,Furniture,"Davis, Jones and Luna",26.73,40.12,865,"Anderson, Lewis and Clark",False,2024-09-06
PROD_0187,Front-line global emulation,Home,Decor,Rosario-Clark,487.4,638.68,97,Washington-Deleon,True,2025-04-23
PROD_0188,Digitized dynamic conglomeration,Sports,Fitness,Payne-Watson,297.99,381.72,678,"Taylor, Park and Oneal",True,2023-12-11
PROD_0189,Extended impactful definition,Clothing,Kids,Bush Group,134.19,215.98,820,"Washington, Hill and Wong",False,2025-02-04
PROD_0190,Automated fresh-thinking matrices,Home,Bedding,"Mathews, Estes and Garcia",229.12,344.53,966,Johnson Inc,True,2024-04-27
PROD_0191,Enhanced fresh-thinking matrix,Clothing,Accessories,"Edwards, Campbell and Baker",58.94,78.82,460,"Ewing, Briggs and Mcmillan",False,2023-11-29
PROD_0192,Future-proofed local artificial intelligence,Home,Decor,Weaver-Perkins,64.76,107.88,788,Hawkins-Reese,True,2024-04-19
PROD_0193,Distributed next generation challenge,Sports,Team Sports,"Cruz, Allen and Strong",234.36,540.96,92,"Hart, Eaton and Tran",True,2024-09-26
PROD_0194,Polarized systemic conglomeration,Home,Garden,Cabrera Ltd,24.96,57.08,335,"Wu, Branch and Shaw",True,2024-02-26
PROD_0195,Stand-alone intermediate core,Electronics,Laptops,"Terrell, Nelson and Wallace",484.36,830.73,50,Vincent-Carter,False,2025-02-20
PROD_0196,Right-sized actuating database,Home,Kitchen,Perry LLC,20.39,35.19,463,"Stokes, Valenzuela and Atkinson",True,2024-09-19
PROD_0197,Digitized scalable portal,Electronics,Headphones,Mccall-Thompson,55.44,123.74,124,"Evans, Wilson and Burns",True,2024-04-12
PROD_0198,Distributed global success,Electronics,Laptops,"Moreno, Aguilar and Riley",69.7,158.27,381,"Floyd, Johnson and Taylor",True,2025-10-22
PROD_0199,Fully-configurable scalable workforce,Beauty,Bath & Body,Ramirez LLC,133.12,300.39,22,Smith Ltd,True,2025-07-15
